"Time","Distance","ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"s","m","","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"283.750","16777","0.0000","1","1","0","1","0","1","0","0","0","1","1.14890","24","0","0.088","85.67","52.999997000","0.00","315.70","315.61","314.77","315.17","0.456","0.8467","-0.231","256.04","-3.30","-3.195","-1.74","-1.831","427.9","-264.25","31.486","0","0","0","0","0.2346","-7.0003460","-7.0003460","0.141","0.557","-0.145","0.77","56.28","0.083","0.1633","-5.72","100.00","0.0000","0.0000","157.99","1","0.0000","4","3","5","6","0","10953","0","42.497","5.000","202.61","1.0000","0","11.52","671.5","60.000","0","1.0000","0","20.74","20.74","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","23.60","23.60","42.27","42.27","32","1.2","38.6","-14.2","59.0","3.0000","-461.96","-6.71","100","7.943","9.899","17.355","18.974","0","0","100.00","0.0000","0.0000","0.0000","0.0000","2611","3712","4712","5076","354.537","350.684","350.935","349.774","25.9037","24.5299","25.0093","24.3740","362.5000","362.5000","362.5000","362.5000","99.2381","99.4892","99.4651","99.5424","0.512","0.283","0.090","0.398","-0.096","-0.104","2.832","2.553","108.762","95.683","112.605","106.358","108.46","78.47","94.35","84.17","103.45","74.85","93.33","82.52","97.56","71.43","90.46","79.74","-0.618","0.402","0.15635","0.15526","1.5701","153.38","153.82","157.91","157.91","-350","3"
"283.800","16780","0.0000","1","1","0","1","0","1","0","0","0","1","1.14890","24","0","0.093","85.67","52.999997000","0.00","315.17","315.08","314.36","314.76","0.620","0.8030","0.041","253.43","-3.33","-3.123","-1.86","-1.757","425.2","-263.68","31.484","0","0","0","0","0.2351","-7.0003460","-7.0003460","0.164","0.152","-0.117","0.22","56.67","0.135","0.2001","-7.21","100.00","0.0000","0.0000","158.53","1","0.0000","4","3","5","6","0","10991","0","42.496","5.000","204.01","0.0000","0","11.46","674.8","60.000","0","1.0000","0","20.79","20.79","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","21.56","21.56","39.23","39.23","32","4.2","47.7","-10.2","94.9","3.0000","-462.01","-7.20","100","8.653","11.125","18.248","20.804","0","0","100.00","0.0000","0.0000","0.0000","0.0000","2983","4002","5068","6020","353.382","349.642","349.965","347.354","25.9036","24.5295","25.0090","24.3738","362.5000","362.5000","362.5000","362.5000","99.2380","99.4891","99.4650","99.5424","0.591","0.346","0.189","0.494","-0.085","-0.089","2.482","2.134","108.761","95.680","112.603","106.355","108.11","78.34","94.25","84.16","103.12","74.71","93.23","82.51","97.25","71.31","90.36","79.73","-0.688","0.468","0.15718","0.15537","1.5732","154.40","154.96","158.38","158.38","-350","3"
"283.850","16783","0.0000","1","1","0","1","0","1","0","0","0","1","1.14890","24","0","0.094","85.67","52.999997000","0.00","314.53","314.44","313.87","314.27","0.580","0.7524","-0.160","254.80","-3.31","-3.124","-1.95","-1.687","422.1","-263.04","31.482","0","0","0","0","0.2357","-7.0003460","-7.0003460","0.055","-4.401","-0.134","0.11","57.11","0.191","0.0918","-6.59","100.00","0.0000","0.0000","159.73","1","0.0000","4","3","5","6","0","11074","0","42.494","5.000","205.61","1.0000","0","11.40","678.7","60.000","0","1.0000","0","20.85","20.85","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","23.47","23.47","39.45","39.45","32","2.4","31.7","-7.6","81.5","3.0000","-462.07","-5.27","100","8.220","10.114","18.338","22.096","0","0","100.00","0.0000","0.0000","0.0000","0.0000","2953","3347","4819","5460","353.635","351.712","350.509","348.600","25.9035","24.5289","25.0087","24.3736","362.5000","362.5000","362.5000","362.5000","99.2380","99.4891","99.4650","99.5423","0.539","0.295","0.224","0.534","-0.088","-0.082","2.496","2.171","108.759","95.674","112.600","106.354","107.70","78.15","94.12","84.16","102.73","74.54","93.10","82.51","96.89","71.14","90.22","79.73","-0.562","0.345","0.15699","0.15563","1.5764","155.50","156.03","159.47","159.47","-350","3"
"283.900","16786","0.0000","1","1","0","1","0","1","0","0","0","1","1.14890","24","0","0.096","85.67","52.999997000","0.00","314.02","313.94","313.48","313.89","0.471","0.7286","-0.535","258.90","-3.27","-3.043","-1.99","-1.672","419.5","-262.52","31.478","0","0","0","0","0.2362","-7.0003460","-7.0003460","-0.103","-1.847","-0.089","-0.84","57.43","0.239","0.0725","-6.00","100.00","0.0000","0.0000","161.53","1","0.0000","4","3","5","6","0","11199","0","42.492","5.000","206.75","0.0000","0","11.35","681.8","60.000","0","1.0000","0","20.89","20.89","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","26.30","26.30","43.97","43.97","32","0.4","16.6","-2.9","53.2","3.0000","-462.11","-3.69","100","7.738","9.734","16.692","20.321","0","0","100.00","0.0000","0.0000","0.0000","0.0000","1965","2524","3670","4440","356.262","353.965","353.410","351.218","25.9033","24.5283","25.0083","24.3732","362.5000","362.5000","362.5000","362.5000","99.2380","99.4891","99.4649","99.5422","0.492","0.220","0.261","0.565","-0.103","-0.089","3.018","2.722","108.758","95.668","112.595","106.350","107.35","77.99","93.98","84.13","102.41","74.39","92.95","82.48","96.58","71.00","90.08","79.70","-0.426","0.212","0.15466","0.15520","1.5786","156.41","156.91","161.18","161.18","-350","3"
"283.950","16789","0.0000","1","1","0","1","0","1","0","0","0","1","1.14890","24","0","0.100","85.67","52.999997000","0.00","313.45","313.36","313.04","313.44","0.487","0.7864","-0.299","259.30","-3.32","-3.072","-1.93","-1.557","416.7","-261.97","31.461","0","0","0","0","0.2368","-7.0003460","-7.0003460","-0.317","-6.544","-0.059","1.78","57.83","0.249","0.1420","-3.73","100.00","0.0000","0.0000","161.94","1","0.0000","4","3","5","6","0","11227","0","42.490","5.000","208.20","1.0000","0","11.29","685.2","60.000","0","1.0000","0","20.94","20.94","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","27.05","27.05","42.78","42.78","32","0.6","26.9","-7.5","67.0","3.0000","-462.16","-3.42","100","6.113","7.561","16.264","19.722","0","0","100.00","0.0000","0.0000","0.0000","0.0000","2412","3159","4209","5173","355.268","352.523","351.884","349.338","25.9028","24.5274","25.0078","24.3728","362.5000","362.5000","362.5000","362.5000","99.2380","99.4891","99.4649","99.5422","0.498","0.272","0.193","0.502","-0.102","-0.095","2.632","2.454","108.753","95.659","112.591","106.346","106.92","77.76","93.85","84.11","102.00","74.18","92.82","82.46","96.20","70.80","89.94","79.68","-0.373","0.168","0.15540","0.15572","1.5809","157.45","157.79","161.87","161.87","-350","3"
"284.000","16791","0.0000","1","1","0","1","0","1","0","0","0","1","1.14891","24","0","0.102","85.67","52.999997000","0.00","312.84","312.75","312.57","312.98","0.515","0.8887","-0.145","256.54","-3.40","-3.006","-1.92","-1.577","413.7","-261.39","31.431","0","0","0","0","0.2374","-7.0003460","-7.0003460","-0.432","2.510","-0.017","0.76","58.22","0.236","0.2140","-4.75","100.00","0.0000","0.0000","163.25","1","0.0000","4","3","5","6","0","11318","0","42.488","5.000","209.59","0.0000","0","11.24","688.9","60.000","0","0.0000","0","21.00","21.00","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","21.48","21.48","42.19","42.19","32","-0.8","40.4","-9.3","81.3","3.0000","-462.22","-3.38","100","8.863","10.937","15.839","18.793","0","0","100.00","0.0000","0.0000","0.0000","0.0000","3076","4015","5030","5705","353.082","349.613","350.264","348.339","25.9027","24.5269","25.0072","24.3723","362.5000","362.5000","362.5000","362.5000","99.2380","99.4891","99.4648","99.5421","0.462","0.224","0.205","0.519","-0.101","-0.098","2.756","2.537","108.752","95.654","112.585","106.340","106.53","77.59","93.69","84.07","101.63","74.01","92.65","82.42","95.86","70.64","89.78","79.64","-0.382","0.163","0.15567","0.15542","1.5831","158.71","159.09","163.37","163.37","-350","3"
"284.050","16794","0.0000","1","1","0","1","0","1","0","0","0","1","1.14891","24","0","0.104","85.67","52.999997000","0.00","312.30","312.21","312.16","312.56","0.482","0.7680","0.151","253.46","-3.38","-3.024","-1.98","-1.629","410.9","-260.87","31.400","0","0","0","0","0.2380","-7.0003460","-7.0003460","-0.405","-2.287","-0.032","-1.65","58.61","0.191","0.1921","-3.42","100.00","0.0000","0.0000","163.41","1","0.0000","4","3","5","6","0","11329","0","42.486","5.000","210.98","1.0000","0","11.18","692.2","60.000","0","0.0000","0","21.05","21.05","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","21.51","21.51","36.17","36.17","32","-1.3","36.7","-22.9","99.8","3.0000","-462.26","-2.79","100","9.176","11.226","19.650","22.508","0","0","100.00","0.0000","0.0000","0.0000","0.0000","2960","3915","5894","6413","353.379","349.937","347.878","346.230","25.9026","24.5264","25.0072","24.3723","362.5000","362.5000","362.5000","362.5000","99.2379","99.4891","99.4647","99.5420","0.446","0.190","0.138","0.446","-0.076","-0.073","2.118","1.955","108.751","95.650","112.585","106.340","106.18","77.43","93.60","84.08","101.29","73.86","92.56","82.43","95.55","70.51","89.68","79.65","-0.344","0.122","0.15762","0.15639","1.5848","159.75","160.04","163.26","163.26","-350","3"
"284.100","16797","0.0000","1","1","0","1","0","1","0","0","0","1","1.14892","24","0","0.107","85.67","52.999997000","0.00","311.75","311.66","311.74","312.14","0.332","0.7017","-0.233","256.09","-3.49","-3.083","-1.96","-1.700","408.1","-260.35","31.371","0","0","0","0","0.2385","-7.0003460","-7.0003460","-0.560","-2.617","-0.115","-1.61","58.94","0.155","0.0515","-2.89","100.00","0.0000","0.0000","164.87","1","0.0000","4","3","5","6","0","11430","0","42.484","5.000","212.20","0.0000","0","11.13","695.5","60.000","0","0.0000","0","21.09","21.09","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","21.71","21.71","40.35","40.35","32","-5.4","28.7","-18.4","53.9","3.0000","-462.31","-2.03","100","9.401","11.060","19.292","21.309","0","0","100.00","0.0000","0.0000","0.0000","0.0000","3092","3644","4737","4850","353.051","350.697","350.732","350.133","25.9026","24.5260","25.0071","24.3721","362.5000","362.5000","362.5000","362.5000","99.2379","99.4891","99.4647","99.5420","0.358","0.111","0.083","0.393","-0.085","-0.083","2.408","2.270","108.750","95.646","112.583","106.338","105.83","77.26","93.48","84.05","100.96","73.71","92.43","82.39","95.24","70.36","89.55","79.62","-0.283","0.062","0.15641","0.15565","1.5863","160.66","160.88","164.57","164.57","-350","3"
"284.150","16800","0.0000","1","1","0","1","0","1","0","0","0","1","1.14892","24","0","0.109","85.67","52.999997000","0.00","311.20","311.12","311.32","311.72","0.286","0.7256","-0.324","257.83","-3.45","-3.139","-2.03","-1.671","405.2","-259.84","31.336","0","0","0","0","0.2390","-7.0003460","-7.0003460","-0.644","-1.377","-0.151","-0.27","59.28","0.144","0.1373","-2.36","100.00","0.0000","0.0000","165.90","1","0.0000","4","3","5","6","0","11501","0","42.482","5.000","213.42","1.0000","0","11.08","698.8","60.000","0","0.0000","0","21.14","21.14","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","23.50","23.50","41.57","41.57","32","-6.2","23.9","-20.3","54.8","3.0000","-462.36","-1.71","100","8.560","9.758","18.332","19.818","0","0","100.00","0.0000","0.0000","0.0000","0.0000","2988","3374","4600","5064","353.450","351.694","351.078","349.710","25.9024","24.5254","25.0068","24.3717","362.5000","362.5000","362.5000","362.5000","99.2379","99.4891","99.4647","99.5419","0.321","0.086","0.052","0.361","-0.089","-0.086","2.467","2.356","108.748","95.640","112.580","106.334","105.45","77.07","93.34","83.99","100.61","73.52","92.29","82.34","94.91","70.19","89.41","79.56","-0.249","0.033","0.15596","0.15544","1.5877","161.62","161.81","165.75","165.75","-350","3"
"284.200","16803","0.0000","1","1","0","1","0","1","0","0","0","1","1.14892","24","0","0.111","85.67","52.999997000","0.00","310.58","310.50","310.85","311.25","0.246","0.7480","0.087","253.87","-3.42","-3.123","-2.03","-1.742","402.0","-259.27","31.288","0","0","0","0","0.2397","-7.0003460","-7.0003460","-0.651","1.473","-0.159","0.38","59.67","0.123","0.2116","-1.81","100.00","0.0000","0.0000","166.56","1","0.0000","4","3","5","6","0","11548","0","42.480","5.000","214.82","0.0000","0","11.02","702.5","60.000","0","0.0000","0","21.20","21.20","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","18.39","18.39","38.70","38.70","32","-14.9","35.9","-35.2","72.1","3.0000","-462.42","-1.08","100","10.727","11.325","18.924","20.541","0","0","100.00","0.0000","0.0000","0.0000","0.0000","4097","4389","5634","5897","350.086","348.522","348.639","347.693","25.9024","24.5249","25.0065","24.3714","362.5000","362.5000","362.5000","362.5000","99.2379","99.4891","99.4646","99.5418","0.266","0.032","0.012","0.321","-0.081","-0.084","2.180","2.097","108.748","95.635","112.578","106.332","105.06","76.87","93.20","83.95","100.23","73.33","92.14","82.30","94.56","70.01","89.26","79.52","-0.204","-0.021","0.15627","0.15593","1.5891","162.78","162.93","166.49","166.49","-350","3"
"284.250","16806","0.0000","1","1","0","1","0","1","0","0","0","1","1.14893","24","0","0.114","85.67","52.999997000","0.00","310.00","309.91","310.40","310.80","0.195","0.7205","0.324","250.47","-3.43","-3.099","-2.06","-1.705","399.2","-258.78","31.248","0","0","0","0","0.2403","-7.0003460","-7.0003460","-0.561","0.831","-0.115","-0.96","60.04","0.095","0.1841","-1.25","100.00","0.0000","0.0000","167.18","1","0.0000","4","3","5","6","0","11590","0","42.478","5.000","216.13","1.0000","0","10.97","706.0","60.000","0","0.0000","0","21.25","21.25","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","16.58","16.58","34.22","34.22","32","-17.3","36.1","-53.2","88.5","3.0000","-462.46","-0.77","100","11.879","12.736","21.147","22.891","0","0","100.00","0.0000","0.0000","0.0000","0.0000","4228","4571","6499","6750","349.668","347.852","346.495","345.448","25.9026","24.5246","25.0066","24.3715","362.5000","362.5000","362.5000","362.5000","99.2379","99.4891","99.4645","99.5418","0.246","-0.001","-0.025","0.284","-0.072","-0.071","1.914","1.857","108.750","95.632","112.578","106.332","104.71","76.69","93.10","83.94","99.91","73.17","92.03","82.29","94.25","69.85","89.14","79.51","-0.184","-0.047","0.15718","0.15718","1.5903","163.81","163.92","167.06","167.06","-350","3"
"284.300","16809","0.0000","1","1","0","1","0","1","0","0","0","1","1.14894","24","0","0.115","85.67","52.999997000","0.00","309.45","309.36","309.97","310.37","0.122","0.6553","0.130","250.82","-3.41","-3.155","-2.01","-1.764","396.3","-258.27","31.214","0","0","0","0","0.2408","-7.0003460","-7.0003460","-0.536","1.686","-0.150","0.46","60.36","0.072","0.0779","-0.78","100.00","0.0000","0.0000","168.32","1","0.0000","4","3","5","6","0","11670","0","42.476","5.000","217.30","0.0000","0","10.91","709.3","60.000","0","0.0000","0","21.29","21.29","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","15.19","15.19","36.44","36.44","32","-23.4","32.9","-43.2","62.4","3.0000","-462.51","-0.36","100","13.010","13.322","21.670","22.547","0","0","100.00","0.0000","0.0000","0.0000","0.0000","4538","4558","5574","5797","348.574","347.839","348.702","347.822","25.9028","24.5244","25.0068","24.3715","362.5000","362.5000","362.5000","362.5000","99.2379","99.4891","99.4644","99.5417","0.200","-0.049","-0.066","0.241","-0.075","-0.077","2.010","1.972","108.752","95.630","112.579","106.332","104.39","76.54","92.99","83.91","99.60","73.02","91.92","82.25","93.97","69.72","89.03","79.48","-0.151","-0.083","0.15701","0.15665","1.5913","164.72","164.77","168.08","168.08","-350","3"
"284.350","16812","0.0000","1","1","0","1","0","1","0","0","0","1","1.14894","24","0","0.119","85.67","52.999997000","0.00","308.89","308.81","309.55","309.95","0.084","0.7025","0.064","252.01","-3.35","-3.074","-2.05","-1.743","393.4","-257.78","31.184","0","0","0","0","0.2414","-7.0003460","-7.0003460","-0.411","1.641","-0.133","-1.72","60.68","0.058","0.1669","-0.48","100.00","0.0000","0.0000","169.03","1","0.0000","4","3","5","6","0","11719","0","42.474","5.000","218.46","1.0000","0","10.86","712.6","60.000","0","0.0000","0","21.34","21.34","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","19.61","19.61","35.11","35.11","32","-14.8","18.7","-58.5","70.8","3.0000","-462.56","-0.14","100","11.851","11.883","21.216","22.615","0","0","100.00","0.0000","0.0000","0.0000","0.0000","3576","3523","6351","6285","351.531","351.079","346.917","346.522","25.9029","24.5241","25.0068","24.3716","362.5000","362.5000","362.5000","362.5000","99.2379","99.4891","99.4644","99.5417","0.190","-0.065","-0.082","0.227","-0.067","-0.067","1.927","1.906","108.753","95.627","112.580","106.332","104.05","76.37","92.88","83.88","99.28","72.86","91.80","82.23","93.67","69.57","88.91","79.45","-0.130","-0.099","0.15662","0.15745","1.5922","165.62","165.66","168.93","168.93","-350","3"
"284.400","16815","0.0000","1","1","0","1","0","1","0","0","0","1","1.14895","24","0","0.120","85.67","52.999997000","0.00","308.34","308.25","309.12","309.52","0.028","0.6345","-0.165","254.68","-3.36","-3.114","-1.98","-1.796","390.5","-257.27","31.154","0","0","0","0","0.2419","-7.0003460","-7.0003460","-0.508","-4.272","-0.124","0.64","61.00","0.044","0.0994","-0.00","100.00","0.0000","0.0000","170.00","1","0.0000","4","3","5","6","0","11786","0","42.472","5.000","219.61","0.0000","0","10.81","715.9","60.000","0","0.0000","0","21.39","21.39","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","21.55","21.55","37.98","37.98","32","-16.2","17.4","-42.1","49.6","3.0000","-462.61","0.32","100","9.986","10.242","21.282","21.691","0","0","100.00","0.0000","0.0000","0.0000","0.0000","3478","3578","5214","5371","351.903","351.070","349.447","348.825","25.9028","24.5235","25.0069","24.3715","362.5000","362.5000","362.5000","362.5000","99.2378","99.4891","99.4643","99.5416","0.142","-0.105","-0.115","0.193","-0.074","-0.071","2.030","2.028","108.752","95.621","112.580","106.331","103.67","76.17","92.77","83.84","98.92","72.68","91.68","82.18","93.34","69.39","88.78","79.41","-0.090","-0.131","0.15641","0.15634","1.5930","166.34","166.34","169.77","169.77","-350","3"
"284.450","16818","0.0000","1","1","0","1","0","1","0","0","0","1","1.14895","24","0","0.123","85.67","52.999997000","0.00","307.68","307.59","308.62","309.01","0.013","0.7042","-0.254","255.78","-3.32","-3.083","-1.87","-1.796","387.2","-256.70","31.114","0","0","0","0","0.2426","-7.0003460","-7.0003460","-0.594","1.285","-0.209","-2.50","61.35","0.023","0.1781","0.32","100.00","0.0000","0.0000","171.28","1","0.0000","4","3","5","6","0","11874","0","42.470","5.000","220.87","1.0000","0","10.75","719.8","60.000","0","0.0000","0","21.45","21.45","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","21.45","21.45","39.81","39.81","32","-14.3","17.0","-48.9","42.6","3.0000","-462.67","0.41","100","10.225","10.732","19.773","19.501","0","0","100.00","0.0000","0.0000","0.0000","0.0000","3269","3566","5717","5112","352.436","351.005","348.506","349.670","25.9028","24.5230","25.0066","24.3710","362.5000","362.5000","362.5000","362.5000","99.2378","99.4890","99.4643","99.5416","0.139","-0.109","-0.133","0.177","-0.082","-0.080","2.191","2.202","108.751","95.616","112.578","106.327","103.23","75.95","92.59","83.75","98.50","72.48","91.50","82.09","92.95","69.20","88.61","79.32","-0.082","-0.141","0.15599","0.15548","1.5938","167.41","167.39","171.23","171.23","-350","3"
"284.500","16822","0.0000","1","1","0","1","0","1","0","0","0","1","1.14895","24","0","0.124","85.67","52.999997000","0.00","307.12","307.04","308.19","308.59","-0.063","0.6520","0.043","253.70","-3.37","-3.087","-1.88","-1.765","384.2","-256.19","31.073","0","0","0","0","0.2432","-7.0003460","-7.0003460","-0.609","-2.255","-0.267","-1.81","61.67","0.007","0.1999","0.74","100.00","0.0000","0.0000","171.61","1","0.0000","4","3","5","6","0","11897","0","42.468","5.000","222.03","0.0000","0","10.70","723.1","60.000","0","1.0000","0","21.50","21.50","85.67","39.105","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","20.51","20.51","36.50","36.50","32","-21.9","15.3","-60.6","55.5","3.0000","-462.71","1.39","100","10.360","10.691","21.708","20.712","0","0","100.00","0.0000","0.0000","0.0000","0.0000","3680","3808","6076","5984","351.328","350.295","347.364","347.337","25.9027","24.5225","25.0068","24.3710","362.5000","362.5000","362.5000","362.5000","99.2378","99.4890","99.4642","99.5415","0.069","-0.179","-0.158","0.148","-0.070","-0.065","1.861","1.893","108.750","95.611","112.579","106.326","102.86","75.77","92.48","83.70","98.15","72.30","91.39","82.04","92.62","69.04","88.50","79.27","-0.019","-0.203","0.15656","0.15614","1.5944","168.25","168.19","171.50","171.50","-350","3"
"284.550","16825","0.0000","1","1","0","1","0","1","0","0","0","1","1.14896","24","0","0.127","85.67","52.999997000","0.00","306.49","306.41","307.71","308.10","-0.148","0.6130","-0.140","254.29","-3.28","-3.136","-1.87","-1.831","381.0","-255.63","31.027","0","0","0","0","0.2438","-7.0003460","-7.0003460","-0.724","-1.333","-0.398","-1.08","61.98","-0.018","0.1097","1.94","100.00","0.0000","0.0000","172.70","1","0.0000","4","3","5","6","0","11973","0","42.466","5.000","223.14","1.0000","0","10.64","726.8","60.000","0","1.0000","0","21.55","21.55","85.67","39.105","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","19.23","19.23","38.34","38.34","32","-29.7","11.9","-59.2","38.3","3.0000","-462.77","2.07","100","11.535","11.055","21.599","20.198","0","0","100.00","0.0000","0.0000","0.0000","0.0000","4091","3711","5704","5240","350.005","350.564","348.399","349.315","25.9027","24.5220","25.0068","24.3708","362.5000","362.5000","362.5000","362.5000","99.2378","99.4890","99.4642","99.5414","0.010","-0.236","-0.217","0.095","-0.075","-0.072","1.962","2.047","108.750","95.607","112.579","106.324","102.44","75.59","92.34","83.62","97.76","72.13","91.24","81.96","92.26","68.88","88.35","79.19","0.048","-0.274","0.15603","0.15559","1.5950","169.13","169.00","172.52","172.52","-350","3"
